prompt_idx,category,fragility_score,min_margin,mean_margin,median_margin,fragile_positions,total_positions,text
415,open_ended,0.09765625,0.00019073486328125,6.4482550621032715,7.081341743469238,25,256,Write a short story from the perspective of a seahorse.
416,open_ended,0.01171875,0.045986175537109375,6.96750020980835,7.150960922241211,3,256,Invent and describe a ship that sails through clouds.
417,open_ended,0.06640625,0.042957305908203125,6.149080276489258,6.591004371643066,17,256,Write a paragraph about courage.
418,open_ended,0.08984375,0.0065746307373046875,5.465946197509766,6.040283203125,23,256,Write a paragraph about melancholy.
419,open_ended,0.07421875,0.08047676086425781,6.321601390838623,6.592973709106445,19,256,What would happen if shadows became solid objects? Describe the consequences.
420,open_ended,0.046875,0.021982192993164062,6.169478416442871,6.826088905334473,12,256,Imagine the Earth suddenly had two moons. What would your first day be like?
421,open_ended,0.05078125,0.01904296875,5.833048343658447,5.7385101318359375,13,256,How would you explain entropy to a five-year-old?
422,open_ended,0.05078125,0.04694938659667969,6.041671276092529,6.312175750732422,13,256,How would you explain courage to a five-year-old?
423,open_ended,0.046875,0.06833267211914062,5.9727301597595215,6.467309951782227,12,256,How would you explain melancholy to a five-year-old?
424,open_ended,0.07421875,0.005847930908203125,6.980046272277832,7.817154884338379,19,256,Write a paragraph about euphoria.
425,open_ended,0.12890625,0.0021800994873046875,4.414412498474121,4.123490333557129,33,256,Compare and contrast loss and mortality.
426,open_ended,0.04296875,0.020488739013671875,7.009251594543457,7.248412132263184,11,256,Write a paragraph about uncertainty.
427,open_ended,0.0625,0.027112960815429688,7.004239559173584,7.735738754272461,16,256,Write a paragraph about curiosity.
428,open_ended,0.078125,0.00598907470703125,5.6268815994262695,6.210625648498535,20,256,Imagine the ocean turned to glass overnight. What would your first day be like?
429,open_ended,0.09765625,0.026689529418945312,5.990853786468506,6.169478416442871,25,256,Compare and contrast mortality and wisdom.
430,open_ended,0.08203125,0.03830718994140625,6.243222713470459,7.167536735534668,21,256,How would you explain loss to a five-year-old?
431,open_ended,0.0703125,0.08364105224609375,5.743337154388428,6.1655120849609375,18,256,Imagine all borders between countries disappeared. What would your first day be like?
432,open_ended,0.09765625,0.016683578491210938,6.3997273445129395,7.085066795349121,25,256,Invent and describe a sport played in zero gravity.
433,open_ended,0.109375,0.023416519165039062,6.4873046875,6.946073532104492,28,256,Describe a field of sunflowers in vivid detail.
434,open_ended,0.07421875,0.05965423583984375,5.214550018310547,5.779760360717773,19,256,Write a short story from the perspective of a tiger.
435,open_ended,0.0625,0.04493904113769531,6.050084114074707,6.413616180419922,16,256,Write a paragraph about mortality.
436,open_ended,0.08203125,0.009889602661132812,6.057584762573242,6.5454559326171875,21,256,Write a short story from the perspective of a giraffe.
437,open_ended,0.1171875,0.0053577423095703125,5.405230522155762,5.546526908874512,30,256,Compare and contrast hope and ambition.
438,open_ended,0.12890625,0.0054779052734375,4.898885250091553,5.187889099121094,33,256,Write a short story from the perspective of a blue whale.
439,open_ended,0.03515625,0.03530693054199219,6.882866859436035,7.213225364685059,9,256,What would happen if you found a staircase that went down forever? Describe the consequences.
440,open_ended,0.06640625,0.017286300659179688,5.550973892211914,5.763820648193359,17,256,Imagine all humans could fly. What would your first day be like?
441,open_ended,0.28125,0.009508132934570312,4.076576232910156,3.520051956176758,72,256,Write a paragraph about time.
442,open_ended,0.01953125,0.03204917907714844,6.941442489624023,7.304189682006836,5,256,Invent and describe a calendar with thirteen months.
443,open_ended,0.0859375,0.010293960571289062,5.187186241149902,5.823644638061523,22,256,Compare and contrast nostalgia and melancholy.
444,open_ended,0.09375,0.036502838134765625,6.51020622253418,7.291566848754883,24,256,Describe a greenhouse in January in vivid detail.
445,open_ended,0.03515625,0.05823516845703125,6.414852142333984,6.617945671081543,9,256,Invent and describe a window showing the view from any mountain.
446,open_ended,0.109375,0.00279998779296875,5.613772392272949,5.832352638244629,28,256,Compare and contrast trust and symmetry.
447,open_ended,0.1015625,0.12404441833496094,6.311333179473877,6.766966819763184,26,256,Invent and describe a building that changes shape with the weather.
448,open_ended,0.10546875,0.02283477783203125,5.9962263107299805,5.88505744934082,27,256,What would happen if gravity suddenly became half as strong? Describe the consequences.
449,open_ended,0.05859375,0.07791900634765625,6.770111083984375,6.957365989685059,15,256,Invent and describe a lantern powered by laughter.
450,open_ended,0.125,0.041500091552734375,5.308676242828369,5.373781204223633,32,256,How would you explain chaos to a five-year-old?
451,open_ended,0.12109375,0.06604576110839844,6.2884416580200195,6.994762420654297,31,256,Write a short story from the perspective of a octopus.
452,open_ended,0.10546875,0.0037136077880859375,5.048418045043945,5.105652809143066,27,256,Imagine every lie became immediately obvious. What would your first day be like?
453,open_ended,0.05078125,0.001712799072265625,6.127096652984619,6.170530319213867,13,256,Describe an attic full of old letters in vivid detail.
454,open_ended,0.09765625,0.008319854736328125,6.269400596618652,6.482622146606445,25,256,Write a short story from the perspective of a raven.
455,open_ended,0.171875,0.00423431396484375,5.581691741943359,6.161678314208984,44,256,Compare and contrast serendipity and gratitude.
456,open_ended,0.04296875,0.01685333251953125,6.1422624588012695,6.668279647827148,11,256,Imagine rocks remembered everything. What would your first day be like?
457,open_ended,0.02734375,0.013971328735351562,7.332681655883789,7.165534019470215,7,256,Describe a bridge over a misty river in vivid detail.
458,open_ended,0.08984375,0.021442413330078125,5.1011738777160645,5.084589004516602,23,256,What would happen if all music in the world was forgotten? Describe the consequences.
459,open_ended,0.13671875,0.0024738311767578125,4.791129112243652,5.185975074768066,35,256,What would happen if art came to life at night? Describe the consequences.
460,open_ended,0.046875,0.020643234252929688,5.996526718139648,6.062191009521484,12,256,How would you explain euphoria to a five-year-old?
461,open_ended,0.03125,0.0044002532958984375,8.11566162109375,9.00905990600586,8,256,Write a paragraph about identity.
462,open_ended,0.04296875,0.022975921630859375,6.328671455383301,7.116209983825684,11,256,How would you explain infinity to a five-year-old?
463,open_ended,0.140625,0.023504257202148438,5.351140975952148,6.044767379760742,36,256,Write a short story from the perspective of a sloth.
464,open_ended,0.0625,0.026142120361328125,6.203344345092773,6.62321662902832,16,256,Invent and describe a recipe for courage.
465,open_ended,0.05859375,0.00963592529296875,7.1627197265625,7.760863304138184,15,256,Write a short story from the perspective of a penguin.
466,open_ended,0.04296875,0.050624847412109375,5.85183048248291,5.771378517150879,11,256,How would you explain uncertainty to a five-year-old?
467,open_ended,0.10546875,0.015392303466796875,4.6019086837768555,4.601833343505859,27,256,Invent and describe a garden that grows in complete darkness.
468,open_ended,0.05859375,0.023817062377929688,6.826851844787598,7.467341423034668,15,256,Compare and contrast gratitude and change.
469,open_ended,0.0625,0.06202125549316406,6.353764057159424,6.7356672286987305,16,256,Invent and describe a net that catches forgotten words.
470,open_ended,0.1328125,0.006938934326171875,5.909324645996094,6.5161285400390625,34,256,Invent and describe a currency based on kindness.
471,open_ended,0.1171875,0.018646240234375,5.347055435180664,6.013713836669922,30,256,Imagine you could travel to any point in history. What would your first day be like?
472,open_ended,0.0859375,0.026803970336914062,5.243979454040527,5.530584335327148,22,256,Write a paragraph about transformation.
473,open_ended,0.09765625,0.008380889892578125,5.768040180206299,6.671192169189453,25,256,Describe a concert hall before the performance in vivid detail.
474,open_ended,0.01171875,0.2995281219482422,7.236709117889404,7.370149612426758,3,256,Invent and describe a chair that tells stories from its past.
475,open_ended,0.03125,0.008777618408203125,6.690967082977295,6.562816619873047,8,256,Invent and describe a map of an emotion.
476,open_ended,0.0625,0.017620086669921875,6.90376091003418,7.657069206237793,16,256,Write a paragraph about fear.
477,open_ended,0.1328125,0.020399093627929688,4.994936943054199,5.116450309753418,34,256,Write a paragraph about inspiration.
478,open_ended,0.14453125,0.010984420776367188,6.282265663146973,7.150821685791016,37,256,What would happen if every person on Earth spoke the same language? Describe the consequences.
479,open_ended,0.06640625,0.028326034545898438,6.1953630447387695,6.69777774810791,17,256,Compare and contrast resilience and uncertainty.
480,open_ended,0.078125,0.004001617431640625,6.254011154174805,6.960549354553223,20,256,Invent and describe a musical instrument made of ice.
481,open_ended,0.16796875,0.025299072265625,5.089384078979492,5.535800933837891,43,256,Invent and describe a fountain granting one small wish per day.
482,open_ended,0.05859375,0.06006813049316406,6.986240863800049,7.814226150512695,15,256,Write a paragraph about serendipity.
483,open_ended,0.06640625,0.07472038269042969,7.44083309173584,7.997300148010254,17,256,Describe a street market in summer in vivid detail.
484,open_ended,0.0703125,0.10682868957519531,5.17881965637207,5.716509819030762,18,256,Write a short story from the perspective of a kangaroo.
485,open_ended,0.140625,0.023021697998046875,4.908727645874023,5.442987442016602,36,256,Write a paragraph about silence.
486,open_ended,0.30859375,0.00130462646484375,3.1937220096588135,2.307422637939453,79,256,Compare and contrast loneliness and fear.
487,open_ended,0.0703125,0.00954437255859375,5.877701759338379,6.25704288482666,18,256,Imagine rain started falling upward. What would your first day be like?
488,open_ended,0.078125,0.0054950714111328125,6.124139785766602,6.384119033813477,20,256,Write a short story from the perspective of a bat.
489,open_ended,0.12109375,0.009908676147460938,4.969979286193848,5.149251937866211,31,256,Describe a rooftop overlooking a city in vivid detail.
490,open_ended,0.01171875,0.23181724548339844,7.508118152618408,7.594398498535156,3,256,Invent and describe a compass that always points toward home.
491,open_ended,0.05078125,0.1355438232421875,5.95082426071167,6.115482330322266,13,256,Imagine you never needed to sleep. What would your first day be like?
492,open_ended,0.078125,0.0016689300537109375,5.439403533935547,5.12786865234375,20,256,What would happen if you had a perfect photographic memory? Describe the consequences.
493,open_ended,0.0078125,0.14188766479492188,7.003037929534912,6.910540580749512,2,256,Invent and describe a train that travels through paintings.
494,open_ended,0.08203125,0.0488739013671875,5.383971214294434,5.67301082611084,21,256,Describe a hospital waiting room in vivid detail.
495,open_ended,0.12109375,0.015741348266601562,5.587639808654785,6.167934417724609,31,256,What would happen if money ceased to exist tomorrow? Describe the consequences.
496,open_ended,0.1015625,0.025043487548828125,5.436456203460693,5.9794464111328125,26,256,Describe an abandoned amusement park in vivid detail.
497,open_ended,0.06640625,0.05234718322753906,7.300670146942139,7.72148323059082,17,256,Write a short story from the perspective of a flamingo.
498,open_ended,0.13671875,0.0070953369140625,5.342538833618164,5.608726501464844,35,256,Describe a library on a rainy day in vivid detail.
499,open_ended,0.1171875,0.10057258605957031,6.70395565032959,7.478107452392578,30,256,Write a short story from the perspective of a ostrich.
500,open_ended,0.01953125,0.041347503662109375,5.76673698425293,5.861736297607422,5,256,What would happen if the sun rose in the west? Describe the consequences.
501,open_ended,0.05078125,0.029924392700195312,5.920591354370117,6.465609550476074,13,256,How would you explain solitude to a five-year-old?
502,open_ended,0.1015625,0.029024124145507812,5.307375907897949,6.036738395690918,26,256,Write a short story from the perspective of a elephant.
503,open_ended,0.03125,0.11280059814453125,8.021638870239258,8.492100715637207,8,256,Write a paragraph about chaos.
504,open_ended,0.05859375,0.028333663940429688,6.844107627868652,7.204876899719238,15,256,Write a short story from the perspective of a zebra.
505,open_ended,0.0625,0.17046165466308594,6.396071434020996,6.792088508605957,16,256,How would you explain ambition to a five-year-old?
506,open_ended,0.16015625,0.017774581909179688,4.867799758911133,5.412187576293945,41,256,Compare and contrast change and empathy.
507,open_ended,0.08203125,0.016489028930664062,4.772809982299805,4.835094451904297,21,256,Describe a thunderstorm at sea in vivid detail.
508,open_ended,0.046875,0.08231163024902344,6.1607160568237305,6.728320121765137,12,256,Imagine stones could speak. What would your first day be like?
509,open_ended,0.046875,0.012462615966796875,5.675324440002441,6.436437606811523,12,256,Describe a garden in autumn in vivid detail.
510,open_ended,0.0703125,0.034633636474609375,7.003530502319336,7.617550849914551,18,256,Describe a windmill on a hill in vivid detail.
511,open_ended,0.05859375,0.026851654052734375,6.983401298522949,7.4639787673950195,15,256,Write a short story from the perspective of a polar bear.
512,open_ended,0.09765625,0.02928924560546875,5.823187828063965,6.052840232849121,25,256,How would you explain transformation to a five-year-old?
513,open_ended,0.140625,0.0037078857421875,6.340410232543945,6.971761703491211,36,256,Write a short story from the perspective of a rhinoceros.
514,open_ended,0.0390625,0.05230522155761719,6.125292778015137,6.7901506423950195,10,256,Imagine you could shrink to the size of an insect. What would your first day be like?
515,open_ended,0.03125,0.12248420715332031,7.123858451843262,7.306293487548828,8,256,Invent and describe an umbrella that shields you from sadness.
516,open_ended,0.078125,0.06284141540527344,5.996939659118652,6.478684425354004,20,256,Write a short story from the perspective of a panda.
517,open_ended,0.0546875,0.018629074096679688,6.531317234039307,6.797641754150391,14,256,Write a paragraph about patience.
518,open_ended,0.0703125,0.02619171142578125,5.9112958908081055,6.274313926696777,18,256,Write a short story from the perspective of a rattlesnake.
519,open_ended,0.1171875,0.01033782958984375,6.177633285522461,6.980218887329102,30,256,Invent and describe a blanket woven from starlight.
520,open_ended,0.0546875,0.21826744079589844,6.841508865356445,7.6064958572387695,14,256,Write a paragraph about forgiveness.
521,open_ended,0.0703125,0.00591278076171875,6.299613952636719,6.526386260986328,18,256,How would you explain truth to a five-year-old?
522,open_ended,0.13671875,0.0072784423828125,4.490235328674316,4.5844879150390625,35,256,Compare and contrast freedom and entropy.
523,open_ended,0.05859375,0.0196990966796875,5.924915313720703,6.246917724609375,15,256,Invent and describe a telescope that sees into dreams.
524,open_ended,0.08984375,0.0069217681884765625,6.047475814819336,6.761077880859375,23,256,What would happen if the internet disappeared permanently? Describe the consequences.
525,open_ended,0.0390625,0.12073326110839844,8.112110137939453,8.637371063232422,10,256,Write a paragraph about loss.
526,open_ended,0.05859375,0.010446548461914062,6.979445934295654,7.593871116638184,15,256,Write a short story from the perspective of a chameleon.
527,open_ended,0.05859375,0.026952743530273438,6.031462669372559,5.74007511138916,15,256,What would happen if you could breathe in outer space? Describe the consequences.
528,open_ended,0.0546875,0.07266616821289062,6.2449846267700195,6.976283073425293,14,256,How would you explain hope to a five-year-old?
529,open_ended,0.05859375,0.060474395751953125,6.917449951171875,7.85999870300293,15,256,Write a paragraph about nostalgia.
530,open_ended,0.05859375,0.00400543212890625,5.587859153747559,5.494483947753906,15,256,Imagine you could breathe in outer space. What would your first day be like?
531,open_ended,0.05859375,0.042755126953125,6.058954238891602,6.313499450683594,15,256,Write a paragraph about consciousness.
532,open_ended,0.1015625,0.15133285522460938,4.595545291900635,4.555900573730469,26,256,What would happen if you could become invisible at will? Describe the consequences.
533,open_ended,0.07421875,0.0035419464111328125,5.917935848236084,7.006326675415039,19,256,Invent and describe a hat that lets you understand any animal.
534,open_ended,0.12109375,0.03289604187011719,5.755230903625488,6.302964210510254,31,256,What would happen if you could talk to your future self? Describe the consequences.
535,open_ended,0.06640625,0.09994125366210938,5.92300271987915,6.815088272094727,17,256,Imagine you could hear radio waves naturally. What would your first day be like?
536,open_ended,0.05859375,0.07715225219726562,6.866753578186035,7.585516929626465,15,256,Write a paragraph about ambition.
537,open_ended,0.0859375,0.015472412109375,5.195851802825928,5.321127891540527,22,256,Imagine you could become invisible at will. What would your first day be like?
538,open_ended,0.046875,0.04765892028808594,6.097081184387207,6.304547309875488,12,256,Imagine the sun rose in the west. What would your first day be like?
539,open_ended,0.05078125,0.09629249572753906,7.292993545532227,7.908839225769043,13,256,Write a paragraph about truth.
540,open_ended,0.02734375,0.009372711181640625,6.56839656829834,6.435112953186035,7,256,Imagine you could relive any single day of your life. What would your first day be like?
541,open_ended,0.10546875,0.00508880615234375,4.387826919555664,4.355372428894043,27,256,Imagine you could taste colors. What would your first day be like?
542,open_ended,0.06640625,0.0069103240966796875,6.525938987731934,6.867801666259766,17,256,What would happen if rocks remembered everything? Describe the consequences.
543,open_ended,0.109375,0.013759613037109375,5.624964237213135,5.916802406311035,28,256,Compare and contrast growth and serendipity.
544,open_ended,0.22265625,0.015371322631835938,4.356686115264893,4.1053361892700195,57,256,Compare and contrast infinity and curiosity.
545,open_ended,0.12109375,0.0063228607177734375,5.282015800476074,5.605360984802246,31,256,What would happen if all humans could fly? Describe the consequences.
546,open_ended,0.0703125,0.008716583251953125,4.932503700256348,4.574972152709961,18,256,What would happen if every lie became immediately obvious? Describe the consequences.
547,open_ended,0.12109375,0.0052471160888671875,4.740930557250977,5.242570877075195,31,256,Write a paragraph about infinity.
548,open_ended,0.0625,0.15945053100585938,6.968740940093994,7.766362190246582,16,256,Write a paragraph about imagination.
549,open_ended,0.01953125,0.4984703063964844,6.887941837310791,7.164921760559082,5,256,Invent and describe a pillow that records your dreams.
550,open_ended,0.12890625,0.019134521484375,4.610091209411621,4.621183395385742,33,256,What would happen if memories could be bottled and shared? Describe the consequences.
551,open_ended,0.109375,0.01172637939453125,4.834878444671631,5.10557222366333,28,256,Compare and contrast wisdom and transformation.
552,open_ended,0.12109375,0.002269744873046875,5.552621841430664,5.8235015869140625,31,256,What would happen if you could hear radio waves naturally? Describe the consequences.
553,open_ended,0.05859375,0.07572364807128906,6.568168640136719,6.634402275085449,15,256,What would happen if books could write themselves? Describe the consequences.
554,open_ended,0.03515625,0.05898857116699219,5.402510643005371,5.280084609985352,9,256,Imagine books could write themselves. What would your first day be like?
555,open_ended,0.2109375,0.013460159301757812,4.629331111907959,4.701703071594238,54,256,What would happen if all borders between countries disappeared? Describe the consequences.
556,open_ended,0.06640625,0.07107162475585938,6.514735221862793,7.373115539550781,17,256,How would you explain creativity to a five-year-old?
557,open_ended,0.0546875,0.0017719268798828125,5.73093318939209,6.273584365844727,14,256,Write a short story from the perspective of a peacock.
558,open_ended,0.1484375,0.016201019287109375,5.0518388748168945,5.830386161804199,38,256,Describe a shipwreck on a reef in vivid detail.
559,open_ended,0.09765625,0.025659561157226562,5.949031352996826,6.384795188903809,25,256,Write a short story from the perspective of a turtle.
560,open_ended,0.16796875,0.010406494140625,4.6364641189575195,4.786734580993652,43,256,Describe a sand dune in wind in vivid detail.
561,open_ended,0.1328125,0.009824752807617188,5.283327579498291,5.409916877746582,34,256,Write a paragraph about memory.
562,open_ended,0.05078125,0.09407806396484375,7.330907821655273,7.874098777770996,13,256,Invent and describe a clock that measures emotions.
563,open_ended,0.0703125,0.11913299560546875,6.300792694091797,6.734593391418457,18,256,What would happen if color ceased to exist? Describe the consequences.
564,open_ended,0.0703125,0.01229095458984375,7.136295318603516,8.118321418762207,18,256,Invent and describe a candle that burns brighter in darkness.
565,open_ended,0.078125,0.0073871612548828125,6.609571933746338,7.296542167663574,20,256,Imagine you found a map to a hidden city. What would your first day be like?
566,open_ended,0.16015625,0.007925033569335938,4.724713325500488,5.181384086608887,41,256,Compare and contrast silence and inspiration.
567,open_ended,0.078125,0.05081939697265625,5.359357833862305,5.588634490966797,20,256,Invent and describe a holiday that celebrates failure.
568,open_ended,0.0703125,0.009645462036132812,5.619891166687012,5.900276184082031,18,256,Invent and describe a mailbox receiving letters from the past.
569,open_ended,0.08203125,0.046848297119140625,6.147022724151611,6.338940620422363,21,256,Write a short story from the perspective of a butterfly.
570,open_ended,0.06640625,0.056278228759765625,5.9989423751831055,6.431899070739746,17,256,Compare and contrast perseverance and forgiveness.
571,open_ended,0.0390625,0.018991470336914062,6.212984085083008,6.753645896911621,10,256,Imagine gravity suddenly became half as strong. What would your first day be like?
572,open_ended,0.09375,0.05282402038574219,5.141808032989502,5.658707618713379,24,256,What would happen if time moved at half its normal speed? Describe the consequences.
573,open_ended,0.09765625,0.012668609619140625,6.2786760330200195,6.716645240783691,25,256,What would happen if animals could talk to humans? Describe the consequences.
574,open_ended,0.04296875,0.04785728454589844,5.861929893493652,5.394091606140137,11,256,Invent and describe a staircase leading to a different era.
575,open_ended,0.01953125,0.14124298095703125,7.246884346008301,7.521334648132324,5,256,Describe a waterfall hidden in jungle in vivid detail.
576,open_ended,0.07421875,0.1713848114013672,6.317747116088867,6.674604415893555,19,256,Compare and contrast doubt and trust.
577,open_ended,0.04296875,0.03328514099121094,5.815182685852051,5.784653663635254,11,256,How would you explain adventure to a five-year-old?
578,open_ended,0.05859375,0.02710723876953125,6.660101413726807,6.956545829772949,15,256,How would you explain wisdom to a five-year-old?
579,open_ended,0.02734375,0.008548736572265625,5.68488883972168,5.174618721008301,7,256,Imagine dreams became shared experiences. What would your first day be like?
580,open_ended,0.01953125,0.35784339904785156,7.027740001678467,7.037686347961426,5,256,Invent and describe a library where books read to you.
581,open_ended,0.05078125,0.08390617370605469,7.098848342895508,7.535931587219238,13,256,Compare and contrast consciousness and truth.
582,open_ended,0.0859375,0.007068634033203125,6.385975360870361,7.2096967697143555,22,256,How would you explain loneliness to a five-year-old?
583,open_ended,0.0625,0.07703590393066406,5.769164085388184,5.940130233764648,16,256,How would you explain beauty to a five-year-old?
584,open_ended,0.0625,0.1531696319580078,6.957207679748535,7.754347801208496,16,256,Write a paragraph about wisdom.
585,open_ended,0.13671875,0.028675079345703125,5.012503623962402,5.109508514404297,35,256,Imagine you discovered a new habitable planet. What would your first day be like?
586,open_ended,0.05859375,0.012357711791992188,6.268923759460449,6.303400039672852,15,256,What would happen if you could relive any single day of your life? Describe the consequences.
587,open_ended,0.05078125,0.080230712890625,7.184441566467285,7.447487831115723,13,256,Describe a beach after a storm in vivid detail.
588,open_ended,0.078125,0.0045413970947265625,6.431545734405518,7.077235221862793,20,256,Write a paragraph about belonging.
589,open_ended,0.0546875,0.0001220703125,5.537701606750488,6.084174156188965,14,256,What would happen if trees could walk slowly? Describe the consequences.
590,open_ended,0.0703125,0.029254913330078125,6.27755069732666,6.969486236572266,18,256,How would you explain freedom to a five-year-old?
591,open_ended,0.05859375,0.12854766845703125,6.899271011352539,7.6562089920043945,15,256,Write a paragraph about faith.
592,open_ended,0.08203125,0.00380706787109375,6.345348834991455,6.823212623596191,21,256,Describe a cave with underground pools in vivid detail.
593,open_ended,0.05859375,0.0047702789306640625,6.080923080444336,6.530858993530273,15,256,How would you explain change to a five-year-old?
594,open_ended,0.1171875,0.03720855712890625,5.3002095222473145,5.785183906555176,30,256,Write a short story from the perspective of a eagle.
595,open_ended,0.0859375,0.0024738311767578125,5.4364142417907715,6.41059684753418,22,256,Write a short story from the perspective of a platypus.
596,open_ended,0.0703125,0.01882171630859375,5.536924362182617,6.119645118713379,18,256,Invent and describe a roof that opens for meteor showers.
597,open_ended,0.12109375,0.008960723876953125,4.968301296234131,5.006281852722168,31,256,How would you explain silence to a five-year-old?
598,open_ended,0.1171875,0.0028018951416015625,5.728677272796631,5.992600440979004,30,256,Compare and contrast curiosity and adventure.
599,open_ended,0.05859375,0.06123924255371094,6.885197639465332,7.685854911804199,15,256,Write a paragraph about beauty.
600,open_ended,0.05859375,0.04345703125,6.060907363891602,6.318097114562988,15,256,What would happen if you could teleport anywhere instantly? Describe the consequences.
601,open_ended,0.08203125,0.015522003173828125,5.5093994140625,5.6312150955200195,21,256,Describe a campfire under the stars in vivid detail.
602,open_ended,0.0546875,0.060405731201171875,6.488845348358154,7.0491943359375,14,256,What would happen if you found a door to a parallel universe? Describe the consequences.
603,open_ended,0.0625,0.10268402099609375,6.041512489318848,6.390720367431641,16,256,Imagine money ceased to exist tomorrow. What would your first day be like?
604,open_ended,0.046875,0.26780128479003906,5.5276641845703125,5.146427154541016,12,256,Imagine you had a perfect photographic memory. What would your first day be like?
605,open_ended,0.0546875,0.07227897644042969,7.157945156097412,7.6619720458984375,14,256,Write a paragraph about paradox.
606,open_ended,0.07421875,0.059970855712890625,5.158029556274414,5.622645378112793,19,256,Write a short story from the perspective of a gorilla.
607,open_ended,0.05078125,0.016481399536132812,6.509078025817871,6.422049522399902,13,256,What would happen if you could split into two copies of yourself? Describe the consequences.
608,open_ended,0.04296875,0.010057449340820312,6.655789375305176,6.918543815612793,11,256,Imagine you could live underwater. What would your first day be like?
609,open_ended,0.0703125,0.025651931762695312,6.202033996582031,6.46602725982666,18,256,Invent and describe a game played only in dreams.
610,open_ended,0.08203125,0.11699104309082031,5.245186805725098,5.397425651550293,21,256,What would happen if you could communicate with plants? Describe the consequences.
611,open_ended,0.03125,0.07473945617675781,5.544877529144287,5.758639335632324,8,256,Imagine you discovered a message from aliens. What would your first day be like?
612,open_ended,0.09765625,0.0035190582275390625,7.074341773986816,7.664677619934082,25,256,Describe a workshop filled with tools in vivid detail.
613,open_ended,0.16015625,0.0026340484619140625,4.229554176330566,4.147894859313965,41,256,Write a paragraph about entropy.
614,open_ended,0.1015625,0.0064697265625,5.817995071411133,6.399889945983887,26,256,Describe a bakery in the early morning in vivid detail.
615,open_ended,0.0546875,0.015371322631835938,6.11627721786499,6.5135955810546875,14,256,Describe a mountain trail in spring in vivid detail.
616,open_ended,0.0390625,0.000545501708984375,5.920678615570068,5.886109352111816,10,256,How would you explain purpose to a five-year-old?
617,open_ended,0.1328125,0.017398834228515625,4.5110979080200195,4.5336103439331055,34,256,Describe a greenhouse full of orchids in vivid detail.
618,open_ended,0.125,0.020961761474609375,5.875987529754639,6.0836029052734375,32,256,Compare and contrast entropy and chaos.
619,open_ended,0.09765625,0.0071964263916015625,5.523766040802002,5.327797889709473,25,256,Compare and contrast euphoria and time.
620,open_ended,0.08984375,0.056331634521484375,5.863584041595459,6.157039642333984,23,256,How would you explain paradox to a five-year-old?
621,open_ended,0.09375,0.023435592651367188,5.868063926696777,6.580920219421387,24,256,Write a short story from the perspective of a hummingbird.
622,open_ended,0.0546875,0.0056438446044921875,6.646920204162598,6.522557258605957,14,256,Describe a volcano at twilight in vivid detail.
623,open_ended,0.08984375,0.006134033203125,6.079395771026611,6.622457504272461,23,256,Write a short story from the perspective of a lobster.
624,open_ended,0.0625,0.012569427490234375,5.787241458892822,6.252830505371094,16,256,Imagine humans could photosynthesize like plants. What would your first day be like?
625,open_ended,0.0546875,0.05473899841308594,6.193846702575684,6.884629249572754,14,256,How would you explain nostalgia to a five-year-old?
626,open_ended,0.0625,0.07437515258789062,6.907233715057373,7.7222137451171875,16,256,Write a paragraph about empathy.
627,open_ended,0.11328125,0.003574371337890625,5.77666711807251,6.720917701721191,29,256,How would you explain fear to a five-year-old?
628,open_ended,0.078125,0.03943634033203125,6.833052635192871,7.568154335021973,20,256,Describe a cobblestone alley at midnight in vivid detail.
629,open_ended,0.1015625,0.0063419342041015625,5.581665515899658,6.123520851135254,26,256,Write a paragraph about change.
630,open_ended,0.0859375,0.05486488342285156,5.843219757080078,6.321491241455078,22,256,Write a short story from the perspective of a honeybee.
631,open_ended,0.0546875,0.015651702880859375,6.440995216369629,6.656501770019531,14,256,Imagine you woke up with the ability to read minds. What would your first day be like?
632,open_ended,0.11328125,0.029026031494140625,5.58302116394043,5.377633094787598,29,256,How would you explain forgiveness to a five-year-old?
633,open_ended,0.09765625,0.01433563232421875,5.436548233032227,5.538283348083496,25,256,Describe an empty classroom at night in vivid detail.
634,open_ended,0.0859375,0.040790557861328125,6.170334339141846,6.776123046875,22,256,What would happen if the Earth suddenly had two moons? Describe the consequences.
635,open_ended,0.09375,0.004848480224609375,5.1758809089660645,5.430602073669434,24,256,Compare and contrast faith and consciousness.
636,open_ended,0.140625,0.008668899536132812,5.544610977172852,5.940192222595215,36,256,Describe a balcony during a rainstorm in vivid detail.
637,open_ended,0.0625,0.185546875,5.676052093505859,6.31147575378418,16,256,Describe a clock tower at noon in vivid detail.
638,open_ended,0.04296875,0.08406829833984375,7.175791263580322,7.381896018981934,11,256,Compare and contrast truth and infinity.
639,open_ended,0.109375,0.029911041259765625,6.119738578796387,6.750088691711426,28,256,Describe a tide pool at low tide in vivid detail.
640,open_ended,0.0859375,0.0739288330078125,5.612391948699951,5.832005500793457,22,256,Imagine you found a staircase that went down forever. What would your first day be like?
641,open_ended,0.0703125,0.0055027008056640625,6.9820733070373535,7.681522369384766,18,256,Invent and describe a machine that translates birdsong.
642,open_ended,0.07421875,0.08802986145019531,5.541352272033691,5.857795715332031,19,256,Imagine all music in the world was forgotten. What would your first day be like?
643,open_ended,0.03125,0.09764480590820312,6.336836338043213,6.4008941650390625,8,256,Imagine you were the last person on Earth. What would your first day be like?
